,Date,TSLA,NIO
0,2022-01-03,1168.5549926757812,32.839999198913574
1,2022-01-04,1165.5250244140625,32.25
2,2022-01-05,1125.6749877929688,30.860000610351562
3,2022-01-06,1054.25,29.410000801086426
4,2022-01-07,1045.4650268554688,29.600000381469727
5,2022-01-10,1019.5499877929688,28.47000026702881
6,2022-01-11,1057.3349609375,29.454999923706055
7,2022-01-12,1093.7149658203125,31.100000381469727
8,2022-01-13,1071.0700073242188,31.164999961853027
9,2022-01-14,1032.6900024414062,30.699999809265137
10,2022-01-18,1043.4250183105469,30.255000114440918
11,2022-01-19,1024.8350219726562,29.380000114440918
12,2022-01-20,1017.8300170898438,29.964999198913574
13,2022-01-21,972.5249938964844,28.104999542236328
14,2022-01-24,892.489990234375,24.539999961853027
15,2022-01-25,927.2350158691406,24.19499969482422
16,2022-01-26,946.8450012207031,23.655000686645508
17,2022-01-27,882.1950073242188,21.88499927520752
18,2022-01-28,824.7550048828125,20.3149995803833
19,2022-01-31,900.0199890136719,23.119999885559082
20,2022-02-01,924.3500061035156,24.394999504089355
21,2022-02-02,910.4549865722656,23.949999809265137
22,2022-02-03,908.760009765625,23.785000801086426
23,2022-02-04,908.8349914550781,23.524999618530273
24,2022-02-07,925.2400207519531,24.155000686645508
25,2022-02-08,910.5449829101562,24.200000762939453
26,2022-02-09,933.135009765625,25.644999504089355
27,2022-02-10,920.2550048828125,25.71500015258789
28,2022-02-11,883.3300170898438,24.690000534057617
29,2022-02-14,876.0150146484375,23.940000534057617
30,2022-02-15,908.1900024414062,25.020000457763672
31,2022-02-16,913.8200073242188,25.44499969482422
32,2022-02-17,896.2999877929688,25.460000038146973
33,2022-02-18,862.239990234375,23.765000343322754
34,2022-02-22,828.9149780273438,22.139999389648438
35,2022-02-23,797.9299926757812,21.475000381469727
36,2022-02-24,751.239990234375,19.889999389648438
37,2022-02-25,800.9500122070312,20.880000114440918
38,2022-02-28,845.7850036621094,22.045000076293945
39,2022-03-01,871.8300170898438,22.539999961853027
40,2022-03-02,865.375,21.41999912261963
41,2022-03-03,859.5199890136719,20.764999389648438
42,2022-03-04,840.4049987792969,19.420000076293945
43,2022-03-07,835.3550109863281,19.035000801086426
44,2022-03-08,816.0799865722656,18.164999961853027
45,2022-03-09,846.2850036621094,19.52999973297119
46,2022-03-10,832.4049987792969,18.15999984741211
47,2022-03-11,818.7850036621094,17.09999942779541
48,2022-03-14,778.3699951171875,14.779999732971191
49,2022-03-15,781.0700073242188,14.180000305175781
50,2022-03-16,822.1300048828125,17.77500057220459
51,2022-03-17,850.3599853515625,18.135000228881836
52,2022-03-18,887.6199951171875,19.894999504089355
53,2022-03-21,924.9700012207031,20.265000343322754
54,2022-03-22,959.8049926757812,21.34000015258789
55,2022-03-23,1008.5499877929688,21.744999885559082
56,2022-03-24,1006.6449890136719,21.390000343322754
57,2022-03-25,1009.5599975585938,20.050000190734863
58,2022-03-28,1075.739990234375,20.774999618530273
59,2022-03-29,1093.9400024414062,21.489999771118164
60,2022-03-30,1098.9749755859375,22.744999885559082
61,2022-03-31,1089.8900146484375,21.520000457763672
62,2022-04-01,1080.6950073242188,22.389999389648438
63,2022-04-04,1111.2200317382812,23.360000610351562
64,2022-04-05,1120.0850219726562,23.210000038146973
65,2022-04-06,1053.3499755859375,21.505000114440918
66,2022-04-07,1049.0649719238281,20.704999923706055
67,2022-04-08,1035.4399719238281,20.269999504089355
68,2022-04-11,991.5549926757812,18.920000076293945
69,2022-04-12,998.8949890136719,19.744999885559082
70,2022-04-13,999.6699829101562,19.795000076293945
71,2022-04-14,997.4500122070312,19.96500015258789
72,2022-04-18,994.1649780273438,19.074999809265137
73,2022-04-19,1015.1349792480469,19.125
74,2022-04-20,1004.625,18.760000228881836
75,2022-04-21,1044.3199768066406,17.84000015258789
76,2022-04-22,1014.4249877929688,17.70500087738037
77,2022-04-25,991.9599914550781,16.800000190734863
78,2022-04-26,937.5,16.78499984741211
79,2022-04-27,897.6799926757812,17.105000495910645
80,2022-04-28,860.8500061035156,16.574999809265137
81,2022-04-29,902.2000122070312,17.425000190734863
82,2022-05-02,877.1950073242188,16.949999809265137
83,2022-05-03,906.3350219726562,17.395000457763672
84,2022-05-04,920.3900146484375,17.469999313354492
85,2022-05-05,901.6499938964844,16.195000171661377
86,2022-05-06,865.5549926757812,15.135000228881836
87,2022-05-09,813.3900146484375,14.00499963760376
88,2022-05-10,799.8049926757812,13.769999980926514
89,2022-05-11,768.4850158691406,13.5
90,2022-05-12,719.8299865722656,12.710000038146973
91,2022-05-13,769.4599914550781,13.974999904632568
92,2022-05-16,744.4250183105469,14.855000019073486
93,2022-05-17,746.6649780273438,15.975000381469727
94,2022-05-18,730.6549987792969,16.295000076293945
95,2022-05-19,714.0549926757812,16.339999675750732
96,2022-05-20,677.2900085449219,16.640000343322754
97,2022-05-23,659.010009765625,15.625
98,2022-05-24,637.2449951171875,14.964999675750732
99,2022-05-25,646.1650085449219,14.545000076293945
100,2022-05-26,686.1649780273438,15.229999542236328
101,2022-05-27,740.1650085449219,16.18000030517578
102,2022-05-31,756.5149841308594,17.34000015258789
103,2022-06-01,751.4499816894531,18.204999923706055
104,2022-06-02,759.4150085449219,17.920000076293945
105,2022-06-03,721.8200073242188,18.274999618530273
106,2022-06-06,718.8249816894531,19.299999237060547
107,2022-06-07,705.135009765625,19.140000343322754
108,2022-06-08,733.7100219726562,20.155000686645508
109,2022-06-09,742.3099975585938,19.065000534057617
110,2022-06-10,701.1199951171875,18.494999885559082
