,Date,TSLA_high,NIO_high,TSLA_low,NIO_low,TSLA_ave,NIO_ave
85,2022-05-05,945.5999755859375,17.520000457763672,857.7000122070312,14.869999885559082,901.6499938964844,16.195000171661377
86,2022-05-06,888.0,15.8100004196167,843.1099853515625,14.460000038146973,865.5549926757812,15.135000228881836
87,2022-05-09,845.6300048828125,14.529999732971191,781.1500244140625,13.479999542236328,813.3900146484375,14.00499963760376
88,2022-05-10,825.3599853515625,14.680000305175781,774.25,12.859999656677246,799.8049926757812,13.769999980926514
89,2022-05-11,809.77001953125,14.359999656677246,727.2000122070312,12.640000343322754,768.4850158691406,13.5
90,2022-05-12,759.6599731445312,13.75,680.0,11.670000076293945,719.8299865722656,12.710000038146973
91,2022-05-13,787.3499755859375,14.40999984741211,751.5700073242188,13.539999961853027,769.4599914550781,13.974999904632568
92,2022-05-16,769.760009765625,15.430000305175781,719.0900268554688,14.279999732971191,744.4250183105469,14.855000019073486
93,2022-05-17,764.47998046875,16.690000534057617,728.8499755859375,15.260000228881836,746.6649780273438,15.975000381469727
94,2022-05-18,760.5,16.93000030517578,700.8099975585938,15.65999984741211,730.6549987792969,16.295000076293945
95,2022-05-19,734.0,16.889999389648438,694.1099853515625,15.789999961853027,714.0549926757812,16.339999675750732
96,2022-05-20,721.5800170898438,17.600000381469727,633.0,15.680000305175781,677.2900085449219,16.640000343322754
97,2022-05-23,679.9600219726562,16.010000228881836,638.0599975585938,15.239999771118164,659.010009765625,15.625
98,2022-05-24,653.9199829101562,15.529999732971191,620.5700073242188,14.399999618530273,637.2449951171875,14.964999675750732
99,2022-05-25,669.3200073242188,15.0,623.010009765625,14.09000015258789,646.1650085449219,14.545000076293945
100,2022-05-26,718.6699829101562,16.1299991607666,653.6599731445312,14.329999923706055,686.1649780273438,15.229999542236328
101,2022-05-27,759.7999877929688,16.690000534057617,720.530029296875,15.670000076293945,740.1650085449219,16.18000030517578
102,2022-05-31,778.7999877929688,17.920000076293945,734.22998046875,16.760000228881836,756.5149841308594,17.34000015258789
103,2022-06-01,771.97998046875,18.93000030517578,730.9199829101562,17.479999542236328,751.4499816894531,18.204999923706055
104,2022-06-02,792.6300048828125,18.850000381469727,726.2000122070312,16.989999771118164,759.4150085449219,17.920000076293945
105,2022-06-03,743.3900146484375,18.739999771118164,700.25,17.809999465942383,721.8200073242188,18.274999618530273
106,2022-06-06,734.5999755859375,19.799999237060547,703.0499877929688,18.799999237060547,718.8249816894531,19.299999237060547
107,2022-06-07,719.989990234375,19.68000030517578,690.280029296875,18.600000381469727,705.135009765625,19.140000343322754
108,2022-06-08,749.8900146484375,20.450000762939453,717.530029296875,19.860000610351562,733.7100219726562,20.155000686645508
109,2022-06-09,766.6400146484375,19.68000030517578,717.97998046875,18.450000762939453,742.3099975585938,19.065000534057617
110,2022-06-10,718.5,19.18000030517578,683.739990234375,17.809999465942383,701.1199951171875,18.494999885559082
111,2022-06-13,679.9000244140625,17.489999771118164,644.0499877929688,15.84000015258789,661.9750061035156,16.664999961853027
112,2022-06-14,678.989990234375,19.09000015258789,635.2100219726562,16.489999771118164,657.1000061035156,17.789999961853027
113,2022-06-15,706.989990234375,20.260000228881836,654.4500122070312,18.18000030517578,680.7200012207031,19.22000026702881
114,2022-06-16,675.5,19.93000030517578,626.0800170898438,18.469999313354492,650.7900085449219,19.199999809265137
115,2022-06-17,662.9099731445312,20.889999389648438,639.5900268554688,19.729999542236328,651.25,20.309999465942383
116,2022-06-21,730.72998046875,23.100000381469727,673.0,21.579999923706055,701.864990234375,22.34000015258789
117,2022-06-22,740.5,23.1299991607666,701.47998046875,21.93000030517578,720.989990234375,22.52999973297119
118,2022-06-23,717.9500122070312,23.209999084472656,687.510009765625,22.229999542236328,702.7300109863281,22.719999313354492
